YearofManufacture,Brand,CarName,KilometersDriven,FuelType,Transmission,Price,Location,PricePerKm
2017,Datsun, Go Plus T,17062,Petrol,Manual,302000,"Mulund West, Mumbai",17.700152385417887
2018,Datsun, Redi Go A,50310,Petrol,Manual,227000,"Goregaon, Mumbai",4.512025442258
2018,Datsun, Redi Go S 1.0 AMT,86337,Petrol,Automatic,252999,"Goregaon, Mumbai",2.9303658917961015
2016,Ford, Ecosport TITANIUM 1.5L PETROL AT,73952,Petrol,Automatic,542000,"Goregaon, Mumbai",7.329078321073129
2018,Ford, FREESTYLE TREND 1.5 DIESEL,46080,Diesel,Manual,511000,"Goregaon, Mumbai",11.089409722222221
2018,Ford, FREESTYLE TITANIUM 1.5 DIESEL,75160,Diesel,Manual,601000,"Mulund West, Mumbai",7.996274614156466
2019,Ford, Ecosport TITANIUM 1.0L ECOBOOST SPORTS(SUNROOF),30825,Petrol,Manual,758000,"Mulund West, Mumbai",24.5904298459043
2011,Honda, City 1.5L I-VTEC V MT,90143,Petrol,Manual,254000,"Mulund West, Mumbai",2.817745138280288
2014,Honda, Amaze 1.2L I-VTEC S,52803,Petrol,Manual,354000,"Mulund West, Mumbai",6.704164536105903
2014,Honda, City 1.5L I-VTEC VX,34473,Petrol,Manual,532000,"Goregaon, Mumbai",15.43236735996287
2014,Honda, City 1.5L I-VTEC V MT,61542,Petrol,Manual,449000,"Mulund West, Mumbai",7.295830489746839
2014,Honda, City 1.5L I-VTEC SV CVT,45962,Petrol,Automatic,493000,"Goregaon, Mumbai",10.72625212131761
2014,Honda, City 1.5L I-VTEC VX,74005,Petrol,Manual,517000,"Goregaon, Mumbai",6.9860144584825346
2015,Honda, City 1.5L I-VTEC VX,18779,Petrol,Manual,621000,Seawoo,33.068853506576495
2015,Honda, City 1.5L I-VTEC S MT,79079,Petrol,Manual,422000,"Goregaon, Mumbai",5.336435716182551
2015,Honda, City 1.5L I-VTEC VX,61228,Petrol,Manual,516000,Seawoo,8.427516822368851
2015,Honda, City 1.5L I-VTEC VX,75533,Petrol,Manual,537000,"Goregaon, Mumbai",7.109475328664292
2015,Honda, City 1.5L I-VTEC V MT,73939,Petrol,Manual,446000,"Goregaon, Mumbai",6.031999350816213
2015,Honda, City 1.5L I-VTEC SV,61177,Petrol,Manual,466000,"Goregaon, Mumbai",7.617241773869265
2015,Honda, Jazz 1.2L I-VTEC V AT,34003,Petrol,Automatic,470000,"Goregaon, Mumbai",13.822309796194453
2015,Honda, City 1.5L I-VTEC VX,100831,Petrol,Manual,455999,"Mulund West, Mumbai",4.5224087830131605
2015,Honda, City 1.5L I-VTEC SV,41887,Petrol,Manual,466000,"Goregaon, Mumbai",11.12517010050851
2016,Honda, BR-V 1.5L I-VTEC V,25920,Petrol,Manual,690000,"Goregaon, Mumbai",26.62037037037037
2016,Honda, City 1.5L I-VTEC V MT,63698,CNG,Manual,560000,Seawoo,8.791484818989607
2016,Honda, City 1.5L I-VTEC VX CVT,67149,Petrol,Automatic,681000,"Goregaon, Mumbai",10.141625340660323
2016,Honda, City 1.5L I-VTEC VX CVT,75181,Petrol,Automatic,655000,Seawoo,8.712307630917387
2016,Honda, Jazz 1.2L I-VTEC V AT,37586,Petrol,Automatic,496000,"Goregaon, Mumbai",13.196402915979354
2016,Honda, City 1.5L I-VTEC VX CVT,51329,Petrol,Automatic,630000,"Mulund West, Mumbai",12.273763369635098
2016,Honda, City 1.5L I-VTEC VX CVT,59039,Petrol,Automatic,627000,"Goregaon, Mumbai",10.62009857890547
2016,Honda, City 1.5L I-VTEC VX CVT,73098,Petrol,Automatic,666000,"Goregaon, Mumbai",9.111056390051711
2017,Honda, BR-V 1.5L I-VTEC S,56807,Petrol,Manual,615000,"Goregaon, Mumbai",10.826130582498635
2017,Honda, BR-V 1.5L I-VTEC S,18243,Petrol,Manual,680000,"Goregaon, Mumbai",37.27457106835499
2017,Honda, City 1.5L I-VTEC ZX CVT,33613,Petrol,Automatic,768000,"Mulund West, Mumbai",22.848302740011306
2017,Honda, City 1.5L I-VTEC V MT,38411,Petrol,Manual,672000,Seawoo,17.494988414777016
2017,Honda, Jazz 1.2L I-VTEC V AT,45773,Petrol,Automatic,466000,"Mulund West, Mumbai",10.180674196578769
2017,Honda, City 1.5L I-VTE V CVT,68950,Petrol,Automatic,654000,"Mulund West, Mumbai",9.485134155184916
2017,Honda, City 1.5L I-VTE V CVT,42838,Petrol,Automatic,715000,Seawoo,16.690788552219992
2017,Honda, BR-V 1.5L I-VTEC V CVT,75870,Petrol,Automatic,650000,"Goregaon, Mumbai",8.567286147357322
2018,Honda, WR-V 1.2L I-VTEC VX MT,59897,Petrol,Manual,711000,"Goregaon, Mumbai",11.870377481342972
2018,Honda, Amaze 1.2L I-VTEC V CVT,62953,Petrol,Automatic,599000,"Mulund West, Mumbai",9.515035026130606
2018,Honda, Amaze 1.2L I-VTEC V CVT,20920,Petrol,Automatic,633000,"Mulund West, Mumbai",30.25812619502868
2018,Honda, City 1.5L I-VTEC V MT,47801,Petrol,Manual,719000,"Goregaon, Mumbai",15.04152632790109
2018,Honda, WR-V 1.2L I-VTEC VX MT,44848,Petrol,Manual,647000,"Goregaon, Mumbai",14.426507313592579
2018,Honda, Amaze 1.2L I-VTEC VX,47710,Petrol,Manual,567000,Seawoo,11.884300985118424
2018,Honda, WR-V 1.2L I-VTEC VX MT,45344,Petrol,Manual,607000,Seawoo,13.386556104446013
2018,Honda, WR-V 1.2L I-VTEC VX MT,22652,Petrol,Manual,683000,"Mulund West, Mumbai",30.15186297015716
2018,Honda, BR-V 1.5L I-VTEC VX,106523,Petrol,Manual,724000,"Goregaon, Mumbai",6.796654243684462
2018,Honda, City 1.5L I-VTEC VX,49716,Petrol,Manual,811000,"Goregaon, Mumbai",16.312655885429237
2018,Honda, City 1.5L I-VTEC V MT,93703,Petrol,Manual,661000,"Goregaon, Mumbai",7.054203173857827
2019,Honda, City 1.5L I-VTEC VX CVT,54705,Petrol,Automatic,958000,"Goregaon, Mumbai",17.512110410382963
2019,Honda, WR-V 1.2L I-VTEC VX MT,70985,Petrol,Manual,654000,"Mulund West, Mumbai",9.213214059308305
2019,Honda, Amaze 1.5L I-DTEC V CVT,55833,Diesel,Automatic,716000,"Goregaon, Mumbai",12.823957157953181
2020,Honda, City 1.5L I-VTEC ZX,27473,Petrol,Manual,1016000,"Goregaon, Mumbai",36.981763913660686
2020,Honda, WR-V 1.2L I-VTEC VX MT,42897,Petrol,Manual,740000,"Mulund West, Mumbai",17.250623586731006
2020,Honda, City 1.5L I-VTEC VX CVT,26350,Petrol,Automatic,1019999,"Goregaon, Mumbai",38.7096394686907
2021,Honda, Jazz 1.2L I-VTEC ZX CVT,10102,Petrol,Automatic,859000,"Goregaon, Mumbai",85.03266679865374
2021,Honda, City 1.5L I-VTEC ZX CVT,22827,Petrol,Automatic,1279000,"Mulund West, Mumbai",56.03013974679108
2022,Honda, Jazz 1.2L I-VTEC VX CVT,4980,Petrol,Automatic,902999,Seawoo,181.32510040160642
2011,Hyundai, i10 MAGNA 1.1,79326,Petrol,Manual,194000,"Goregaon, Mumbai",2.44560421551572
2011,Hyundai, i20 ASTA 1.2,31724,Petrol,Manual,221000,"Goregaon, Mumbai",6.966334636237549
2011,Hyundai, i20 SPORTZ 1.2,122248,Petrol,Manual,225000,"Mulund West, Mumbai",1.8405209083175185
2011,Hyundai, i20 SPORTZ (O) 1.2,72888,Petrol,Manual,254999,Seawoo,3.498504554933597
2011,Hyundai, i10 SPORTZ 1.2 AT,51696,Petrol,Automatic,252000,"Goregaon, Mumbai",4.874651810584958
2011,Hyundai, i10 SPORTZ 1.2,30522,Petrol,Manual,200000,"Goregaon, Mumbai",6.552650547146321
2012,Hyundai, i10 SPORTZ 1.2,35431,Petrol,Manual,233000,"Mulund West, Mumbai",6.576162117919337
2013,Hyundai, i10 SPORTZ 1.2 AT,48080,Petrol,Automatic,276000,"Goregaon, Mumbai",5.740432612312812
2013,Hyundai, Grand i10 ERA 1.2 KAPPA VTVT,42124,Petrol,Manual,304000,"Mulund West, Mumbai",7.216788529104549
2013,Hyundai, Grand i10 ASTA 1.2 KAPPA VTVT,37652,Petrol,Manual,395000,"Mulund West, Mumbai",10.49081058111123
2014,Hyundai, Grand i10 MAGNA 1.2 KAPPA VTVT,32064,Petrol,Manual,314000,"Mulund West, Mumbai",9.792914171656687
2014,Hyundai, Grand i10 ASTA 1.2 KAPPA VTVT,47635,Petrol,Manual,393000,"Mulund West, Mumbai",8.250236170882754
2014,Hyundai, Xcent S 1.2,95827,Petrol,Manual,343000,"Mulund West, Mumbai",3.5793669842528724
2014,Hyundai, i10 SPORTZ 1.1,40543,Petrol,Manual,260000,"Mulund West, Mumbai",6.412944281380263
2014,Hyundai, i20 SPORTZ 1.2,35207,Petrol,Manual,366000,"Goregaon, Mumbai",10.395659953986423
2014,Hyundai, i10 SPORTZ 1.1,49875,CNG,Manual,287000,Seawoo,5.754385964912281
2014,Hyundai, Xcent S 1.2,36391,Petrol,Manual,378000,"Mulund West, Mumbai",10.387183644307658
2014,Hyundai, i10 SPORTZ 1.1,21258,Petrol,Manual,304000,"Mulund West, Mumbai",14.300498635807696
2014,Hyundai, Elite i20 SPORTZ 1.2 (O),79418,Petrol,Manual,418000,"Goregaon, Mumbai",5.263290437935984
2014,Hyundai, Elite i20 SPORTZ 1.2,60702,Petrol,Manual,411000,"Goregaon, Mumbai",6.770781852327765
2014,Hyundai, Xcent S 1.2,83669,Petrol,Manual,359000,"Goregaon, Mumbai",4.290716991956399
2014,Hyundai, Xcent S 1.2,55106,Petrol,Manual,370000,"Mulund West, Mumbai",6.714332377599535
2014,Hyundai, Xcent BASE 1.2,54098,Petrol,Manual,356000,"Mulund West, Mumbai",6.580649931605604
2015,Hyundai, Verna FLUIDIC 4S 1.6 VTVT S,38877,Petrol,Manual,516000,"Goregaon, Mumbai",13.272629060884327
2015,Hyundai, i20 Active 1.2 S,53664,Petrol,Manual,478000,"Mulund West, Mumbai",8.907274895646989
2015,Hyundai, Grand i10 ASTA AT 1.2 KAPPA VTVT,54434,Petrol,Automatic,400000,"Mulund West, Mumbai",7.348348458683911
2015,Hyundai, Elite i20 SPORTZ 1.2,52696,Petrol,Manual,432000,"Goregaon, Mumbai",8.197965689995446
2015,Hyundai, Creta S 1.6 PETROL,76643,Petrol,Manual,632000,"Goregaon, Mumbai",8.246023772555876
2015,Hyundai, i20 Active 1.2 SX,116615,Petrol,Manual,429000,"Mulund West, Mumbai",3.6787720276122284
2015,Hyundai, Grand i10 ASTA 1.2 KAPPA VTVT,47367,Petrol,Manual,389000,Seawoo,8.212468596280111
2015,Hyundai, Elite i20 ASTA 1.2,55046,Petrol,Manual,454000,"Goregaon, Mumbai",8.247647422156016
2015,Hyundai, i20 Active 1.4 SX,77421,Diesel,Manual,504000,"Goregaon, Mumbai",6.509861665439609
2015,Hyundai, Elite i20 SPORTZ 1.2,30141,Petrol,Manual,426999,"Mulund West, Mumbai",14.166716432766
2015,Hyundai, i10 MAGNA 1.1,22225,Petrol,Manual,323000,"Goregaon, Mumbai",14.53318335208099
2015,Hyundai, Creta SX 1.6 DIESEL,62018,Diesel,Manual,811000,"Goregaon, Mumbai",13.076848656841563
2016,Hyundai, Creta SX PLUS AT 1.6 PETROL,83626,Petrol,Automatic,853999,"Goregaon, Mumbai",10.212123023939922
2016,Hyundai, Creta SX PLUS AT 1.6 DIESEL,63824,Diesel,Automatic,846000,"Mulund West, Mumbai",13.25520180496365
2016,Hyundai, Grand i10 SPORTZ 1.2 KAPPA VTVT,59893,Petrol,Manual,372000,Seawoo,6.21107641961498
2016,Hyundai, i20 Active 1.2 S,66332,Petrol,Manual,459999,"Mulund West, Mumbai",6.934797684375566
2016,Hyundai, Creta SX PLUS AT 1.6 DIESEL,33417,Diesel,Automatic,834000,"Goregaon, Mumbai",24.95735703384505
2016,Hyundai, Elite i20 SPORTZ 1.2,52544,Petrol,Manual,428000,"Goregaon, Mumbai",8.145554202192448
2016,Hyundai, Elite i20 SPORTZ 1.2,16301,Petrol,Manual,521000,"Goregaon, Mumbai",31.961229372431138
2016,Hyundai, Creta SX PLUS 1.6 PETROL,71684,Petrol,Manual,706000,"Goregaon, Mumbai",9.848780760002231
2016,Hyundai, Creta BASE 1.6 PETROL,53911,Petrol,Manual,658000,"Goregaon, Mumbai",12.205301329969766
2016,Hyundai, Xcent S 1.2,95851,Petrol,Manual,338000,"Mulund West, Mumbai",3.52630645481007
2016,Hyundai, Creta E PLUS 1.6 PETROL,56586,Petrol,Manual,665000,"Mulund West, Mumbai",11.752023468702506
2016,Hyundai, Elite i20 SPORTZ 1.2,46186,Petrol,Manual,501999,"Goregaon, Mumbai",10.869072879227472
2016,Hyundai, Elite i20 SPORTZ 1.2,50900,Petrol,Manual,501999,"Mulund West, Mumbai",9.8624557956778
2016,Hyundai, Creta SX PLUS AT 1.6 PETROL,57440,Petrol,Automatic,764000,"Goregaon, Mumbai",13.300835654596101
2016,Hyundai, i20 Active 1.2 SX,50568,Petrol,Manual,490000,Seawoo,9.689922480620154
2016,Hyundai, Elite i20 ASTA 1.2,46613,Petrol,Manual,504000,"Mulund West, Mumbai",10.81243429944436
2017,Hyundai, Verna 1.6 VTVT SX O,94385,Petrol,Manual,650000,"Mulund West, Mumbai",6.886687503310908
2017,Hyundai, Creta SX PLUS 1.6 DIESEL,5555,Diesel,Manual,911000,"Goregaon, Mumbai",163.99639963996398
2017,Hyundai, Creta E PLUS 1.6 PETROL,43358,Petrol,Manual,764000,"Goregaon, Mumbai",17.620738963974354
2017,Hyundai, Elite i20 SPORTZ 1.2,11293,Petrol,Manual,513000,"Mulund West, Mumbai",45.426370317896044
2017,Hyundai, Verna 1.6 SX (O) CRDI MT,57368,Diesel,Manual,860000,"Mulund West, Mumbai",14.99093571328964
2017,Hyundai, Elite i20 SPORTZ 1.2,41718,Petrol,Manual,469000,"Mulund West, Mumbai",11.242149671604583
2017,Hyundai, Grand i10 SPORTZ 1.2 KAPPA VTVT,21635,Petrol,Manual,449000,"Goregaon, Mumbai",20.753408828287498
2017,Hyundai, Creta E PLUS 1.6 PETROL,89501,Petrol,Manual,675000,"Goregaon, Mumbai",7.541815175249439
2017,Hyundai, Xcent E+,17771,Petrol,Manual,476999,"Goregaon, Mumbai",26.84142704406055
2017,Hyundai, Creta E PLUS 1.6 PETROL,37417,Petrol,Manual,733000,"Goregaon, Mumbai",19.59002592404522
2017,Hyundai, Creta E PLUS 1.6 PETROL,51559,Petrol,Manual,763000,"Goregaon, Mumbai",14.798580267266626
2017,Hyundai, Creta SX PLUS AT 1.6 DIESEL,79836,Diesel,Automatic,972000,"Mulund West, Mumbai",12.174958665263791
2017,Hyundai, Elite i20 SPORTZ 1.2,19288,Petrol,Manual,551000,"Goregaon, Mumbai",28.566984653670676
2017,Hyundai, Creta SX PLUS AT 1.6 PETROL,22311,Petrol,Automatic,966000,"Goregaon, Mumbai",43.29702837165524
2017,Hyundai, Creta SX PLUS AT 1.6 PETROL,60607,Petrol,Automatic,819000,"Mulund West, Mumbai",13.513290543996568
2017,Hyundai, Elite i20 ASTA 1.4 CRDI (O),90918,Diesel,Manual,645000,"Goregaon, Mumbai",7.094304758133703
2017,Hyundai, Creta E PLUS 1.6 PETROL,39827,Petrol,Manual,733000,"Goregaon, Mumbai",18.404599894543903
2017,Hyundai, Creta E PLUS 1.6 PETROL,75175,Petrol,Manual,738000,"Mulund West, Mumbai",9.817093448619888
2017,Hyundai, Elite i20 SPORTZ 1.2,38323,Petrol,Manual,538000,"Mulund West, Mumbai",14.038566918038775
2017,Hyundai, Creta SX PLUS AT 1.6 PETROL,86350,Petrol,Automatic,810000,"Mulund West, Mumbai",9.380428488708743
2017,Hyundai, Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,25723,Petrol,Automatic,519000,"Mulund West, Mumbai",20.176495743109278
2017,Hyundai, Elite i20 SPORTZ 1.2,53262,Petrol,Manual,547000,"Goregaon, Mumbai",10.269986106417333
2017,Hyundai, Creta E PLUS 1.6 PETROL,23252,Petrol,Manual,730000,"Mulund West, Mumbai",31.395148804403924
2017,Hyundai, Creta SX PLUS AT 1.6 PETROL,91055,Petrol,Automatic,850000,"Goregaon, Mumbai",9.335017297237933
2017,Hyundai, Grand i10 ASTA 1.2 KAPPA VTVT,44823,Petrol,Manual,453000,"Goregaon, Mumbai",10.106418579747006
2017,Hyundai, Elite i20 SPORTZ 1.2,44558,Petrol,Manual,536000,"Goregaon, Mumbai",12.029265227344135
2017,Hyundai, Creta E PLUS 1.6 PETROL,77926,Petrol,Manual,743000,"Goregaon, Mumbai",9.534686754100044
2018,Hyundai, Elite i20 ASTA 1.2  CVT,29769,Petrol,Automatic,615000,"Mulund West, Mumbai",20.65907487654943
2018,Hyundai, Verna 1.6 VTVT SX,24675,Petrol,Manual,721000,"Goregaon, Mumbai",29.21985815602837
2018,Hyundai, i20 Active 1.2 SX,85880,Petrol,Manual,583000,"Goregaon, Mumbai",6.788542151839777
